clock_tick,station_id,route_id,platform_state
40,3,1,Empty
40,3,2,Empty
40,4,3,Empty
41,1,1,Empty
30,1,1,Empty
30,1,2,Empty
30,1,3,Empty
30,2,1,Empty
30,2,2,Empty
30,2,3,Empty
30,3,1,Empty
30,3,2,Empty
30,4,3,Empty
31,1,1,Empty
31,1,2,Empty
31,1,3,Empty
31,2,1,Empty
31,2,2,Empty
31,2,3,Empty
31,3,1,Empty
31,3,2,Empty
31,4,3,Empty
32,1,1,Empty
32,1,2,Empty
32,1,3,Empty
32,2,1,Empty
32,2,2,Empty
32,2,3,Empty
32,3,1,Empty
32,3,2,Empty
32,4,3,Empty
33,1,1,Empty
33,1,2,Empty
33,1,3,Empty
33,2,1,Empty
33,2,2,Empty
33,2,3,Empty
33,3,1,Empty
33,3,2,Empty
33,4,3,Empty
34,1,1,Empty
34,1,2,Empty
34,1,3,Empty
34,2,1,Empty
34,2,2,Empty
34,2,3,Empty
34,3,1,Empty
34,3,2,Empty
34,4,3,Empty
35,1,1,Empty
35,1,2,Empty
35,1,3,Empty
35,2,1,Empty
35,2,2,Empty
35,2,3,Empty
35,3,1,Empty
35,3,2,Empty
35,4,3,Empty
36,1,1,Empty
36,1,2,Empty
36,1,3,Empty
36,2,1,MovingPassengers
36,2,2,MovingPassengers
36,2,3,MovingPassengers
36,3,1,Empty
36,3,2,Empty
36,4,3,Empty
37,1,1,Empty
37,1,2,Empty
37,1,3,Empty
37,2,1,Departure
37,2,2,Departure
37,2,3,Departure
37,3,1,Empty
37,3,2,Empty
37,4,3,Empty
38,1,1,Empty
38,1,2,Empty
38,1,3,Empty
38,2,1,Empty
38,2,2,Empty
38,2,3,Empty
38,3,1,Empty
38,3,2,Empty
38,4,3,Empty
42,1,1,Empty
42,1,2,Empty
42,1,3,Empty
42,2,1,Empty
42,2,2,Empty
42,2,3,Empty
42,3,1,Empty
42,3,2,Empty
42,4,3,MovingPassengers
43,1,1,Empty
43,1,2,Empty
43,1,3,Empty
43,2,1,Empty
43,2,2,Empty
43,2,3,Empty
43,3,1,Empty
43,3,2,Empty
43,4,3,Departure
44,1,1,Empty
44,1,2,Empty
44,1,3,Empty
44,2,1,Empty
44,2,2,Empty
44,2,3,Empty
44,3,1,Empty
44,3,2,Empty
44,4,3,Empty
45,1,1,Empty
45,1,2,Empty
45,1,3,Empty
45,2,1,Empty
45,2,2,Empty
45,2,3,Empty
45,3,1,Empty
45,3,2,Empty
45,4,3,MovingPassengers
46,1,1,Empty
46,1,2,Empty
46,1,3,Empty
46,2,1,Empty
46,2,2,Empty
46,2,3,Empty
46,3,1,Empty
46,3,2,Empty
46,4,3,Departure
55,1,1,Empty
55,1,2,Empty
55,1,3,Empty
55,2,1,Empty
55,2,2,Empty
55,2,3,Empty
55,3,1,Empty
55,3,2,Empty
55,4,3,Empty
41,1,2,Empty
41,1,3,Empty
41,2,1,Empty
41,2,2,Empty
41,2,3,Empty
41,3,1,Empty
41,3,2,Empty
41,4,3,Empty
47,1,1,Empty
47,1,2,Empty
47,1,3,Empty
47,2,1,Empty
47,2,2,Empty
47,2,3,Empty
47,3,1,Empty
47,3,2,Empty
47,4,3,Empty
48,1,1,Empty
48,1,2,Empty
48,1,3,Empty
48,2,1,Empty
48,2,2,Empty
48,2,3,MovingPassengers
48,3,1,Empty
48,3,2,Empty
48,4,3,Empty
49,1,1,Empty
49,1,2,Empty
49,1,3,Empty
49,2,1,Empty
49,2,2,Empty
49,2,3,Departure
49,3,1,Empty
49,3,2,Empty
49,4,3,Empty
50,1,1,Empty
50,1,2,Empty
50,1,3,Empty
50,2,1,Empty
50,2,2,Empty
50,2,3,Empty
50,3,1,Empty
50,3,2,Empty
50,4,3,Empty
51,1,1,Empty
51,1,2,Empty
51,1,3,Empty
51,2,1,Empty
51,2,2,Empty
51,2,3,MovingPassengers
51,3,1,Empty
51,3,2,Empty
51,4,3,Empty
52,1,1,Empty
52,1,2,Empty
52,1,3,Empty
52,2,1,Empty
52,2,2,Empty
52,2,3,Departure
52,3,1,Empty
52,3,2,Empty
52,4,3,Empty
53,1,1,Empty
53,1,2,Empty
53,1,3,Empty
53,2,1,MovingPassengers
53,2,2,Empty
53,2,3,Empty
53,3,1,Empty
53,3,2,Empty
53,4,3,Empty
54,1,1,Empty
54,1,2,Empty
54,1,3,Empty
54,2,1,Departure
54,2,2,Empty
54,2,3,Empty
54,3,1,Empty
54,3,2,Empty
54,4,3,Empty
56,2,1,MovingPassengers
56,2,2,MovingPassengers
56,2,3,Empty
56,3,1,Empty
56,3,2,Empty
56,4,3,Empty
57,1,1,Empty
57,1,2,Empty
57,1,3,Empty
57,2,1,Departure
57,2,2,Departure
57,2,3,Empty
57,3,1,Empty
57,3,2,Empty
57,4,3,Empty
58,1,1,Empty
58,1,2,Empty
58,1,3,Empty
58,2,1,Empty
58,2,2,Empty
58,2,3,Empty
58,3,1,Empty
58,3,2,Empty
58,4,3,Empty
60,1,1,Empty
60,1,2,Empty
60,1,3,Empty
60,2,1,Empty
60,2,2,Departure
60,2,3,Empty
60,3,1,Empty
60,3,2,Empty
60,4,3,Empty
61,1,1,Empty
61,1,2,Empty
61,1,3,Empty
61,2,1,Empty
61,2,2,Empty
61,2,3,Empty
61,3,1,Empty
61,3,2,Empty
61,4,3,Empty
62,1,1,Empty
62,1,2,Empty
62,1,3,Empty
62,2,1,Empty
62,2,2,Empty
62,2,3,Empty
62,3,1,Empty
62,3,2,Empty
62,4,3,Empty
64,1,1,Empty
64,1,2,Empty
64,1,3,Empty
64,2,1,Empty
56,1,1,Empty
56,1,2,Empty
56,1,3,Empty
59,1,1,Empty
59,1,2,Empty
59,1,3,Empty
59,2,1,Empty
59,2,2,MovingPassengers
59,2,3,Empty
59,3,1,Empty
59,3,2,Empty
59,4,3,Empty
63,1,1,Empty
63,1,2,Empty
63,1,3,Empty
63,2,1,Empty
63,2,2,Empty
63,2,3,MovingPassengers
63,3,1,Empty
63,3,2,Empty
63,4,3,Empty
66,1,1,Empty
66,1,2,Empty
66,1,3,Empty
66,2,1,Empty
66,2,2,Empty
66,2,3,Empty
66,3,1,Empty
66,3,2,Empty
66,4,3,Empty
69,1,1,Empty
69,1,2,Empty
69,1,3,Empty
69,2,1,Empty
69,2,2,Empty
69,2,3,Empty
69,3,1,Empty
69,3,2,Empty
69,4,3,MovingPassengers
70,1,1,Empty
70,1,2,Empty
70,1,3,Empty
70,2,1,Empty
70,2,2,Empty
70,2,3,Empty
70,3,1,Empty
70,3,2,Empty
70,4,3,Departure
74,1,1,MovingPassengers
74,1,2,Empty
74,1,3,Empty
74,2,1,Empty
74,2,2,Empty
74,2,3,Empty
74,3,1,Empty
74,3,2,Empty
74,4,3,Empty
75,1,1,Departure
75,1,2,Empty
75,1,3,Empty
75,2,1,Empty
75,2,2,Empty
75,2,3,MovingPassengers
75,3,1,Empty
75,3,2,Empty
75,4,3,Empty
76,1,1,Empty
76,1,2,Empty
76,1,3,Empty
76,2,1,Empty
76,2,2,Empty
76,2,3,Departure
76,3,1,Empty
76,3,2,Empty
76,4,3,Empty
77,1,1,MovingPassengers
77,1,2,MovingPassengers
77,1,3,Empty
77,2,1,Empty
77,2,2,Empty
77,2,3,Empty
77,3,1,Empty
77,3,2,Empty
77,4,3,Empty
79,1,1,Empty
79,1,2,Empty
79,1,3,Empty
79,2,1,Empty
79,2,2,Empty
79,2,3,Empty
79,3,1,Empty
79,3,2,MovingPassengers
79,4,3,Empty
85,1,1,Empty
85,1,2,Empty
85,1,3,Empty
85,2,1,Empty
85,2,2,Empty
85,2,3,Empty
85,3,1,Empty
85,3,2,Empty
85,4,3,Empty
86,1,1,Empty
86,1,2,Empty
86,1,3,MovingPassengers
86,2,1,Empty
86,2,2,Empty
86,2,3,Empty
86,3,1,Empty
86,3,2,Empty
86,4,3,Empty
87,1,1,Empty
87,1,2,Empty
87,1,3,Departure
87,2,1,Empty
87,2,2,Empty
87,2,3,Empty
87,3,1,Empty
87,3,2,Empty
87,4,3,Empty
88,1,1,Empty
88,1,2,Empty
88,1,3,Empty
88,2,1,Empty
88,2,2,Empty
88,2,3,Empty
88,3,1,Empty
88,3,2,Empty
88,4,3,Empty
89,1,1,Empty
89,1,2,Empty
89,1,3,MovingPassengers
89,2,1,Empty
89,2,2,Empty
64,2,2,Empty
64,2,3,Departure
64,3,1,Empty
64,3,2,Empty
64,4,3,Empty
65,1,1,Empty
65,1,2,Empty
65,1,3,Empty
65,2,1,Empty
65,2,2,Empty
65,2,3,Empty
65,3,1,Empty
65,3,2,Empty
65,4,3,Empty
67,1,1,Empty
67,1,2,Empty
67,1,3,Empty
67,2,1,Empty
67,2,2,Empty
67,2,3,Empty
67,3,1,Empty
67,3,2,Empty
67,4,3,Empty
68,1,1,Empty
68,1,2,Empty
68,1,3,Empty
68,2,1,Empty
68,2,2,Empty
68,2,3,Empty
68,3,1,Empty
68,3,2,Empty
68,4,3,Empty
71,1,1,Empty
71,1,2,Empty
71,1,3,Empty
71,2,1,Empty
71,2,2,Empty
71,2,3,Empty
71,3,1,Empty
71,3,2,Empty
71,4,3,Empty
72,1,1,Empty
72,1,2,Empty
72,1,3,Empty
72,2,1,Empty
72,2,2,Empty
72,2,3,Empty
72,3,1,Empty
72,3,2,Empty
72,4,3,Empty
73,1,1,Empty
73,1,2,Empty
73,1,3,Empty
73,2,1,Empty
73,2,2,Empty
73,2,3,Empty
73,3,1,Empty
73,3,2,Empty
73,4,3,Empty
78,1,1,Departure
78,1,2,Departure
78,1,3,Empty
78,2,1,Empty
78,2,2,Empty
78,2,3,Empty
78,3,1,Empty
78,3,2,Empty
78,4,3,Empty
80,1,1,Empty
80,1,2,Empty
80,1,3,Empty
80,2,1,Empty
80,2,2,Empty
80,2,3,Empty
80,3,1,Empty
80,3,2,Departure
80,4,3,Empty
81,1,1,Empty
81,1,2,Empty
81,1,3,Empty
81,2,1,Empty
81,2,2,Empty
81,2,3,Empty
81,3,1,Empty
81,3,2,Empty
81,4,3,Empty
82,1,1,Empty
82,1,2,Empty
82,1,3,Empty
82,2,1,Empty
82,2,2,Empty
82,2,3,Empty
82,3,1,Empty
82,3,2,Empty
82,4,3,Empty
83,1,1,Empty
83,1,2,Empty
83,1,3,Empty
83,2,1,Empty
83,2,2,Empty
83,2,3,Empty
83,3,1,Empty
83,3,2,Empty
83,4,3,Empty
84,1,1,Empty
84,1,2,Empty
84,1,3,Empty
84,2,1,Empty
84,2,2,Empty
84,2,3,Empty
84,3,1,Empty
84,3,2,Empty
84,4,3,Empty
93,1,1,Empty
93,1,2,Empty
93,1,3,Empty
93,2,1,Empty
93,2,2,Empty
93,2,3,Empty
93,3,1,Empty
93,3,2,Empty
93,4,3,Empty
94,1,1,Empty
94,1,2,Empty
94,1,3,Empty
94,2,1,Empty
94,2,2,Empty
94,2,3,Empty
94,3,1,Empty
94,3,2,Empty
94,4,3,Empty
95,1,1,Empty
95,1,2,Empty
95,1,3,Empty
95,2,1,Empty
95,2,2,Empty
89,2,3,Empty
89,3,1,Empty
89,3,2,Empty
89,4,3,Empty
90,1,1,Empty
90,1,2,Empty
90,1,3,Departure
90,2,1,Empty
90,2,2,Empty
90,2,3,Empty
90,3,1,Empty
90,3,2,Empty
90,4,3,Empty
91,1,1,Empty
91,1,2,Empty
91,1,3,Empty
91,2,1,Empty
91,2,2,Empty
91,2,3,Empty
91,3,1,Empty
91,3,2,Empty
91,4,3,Empty
92,1,1,Empty
92,1,2,Empty
92,1,3,Empty
92,2,1,Empty
92,2,2,Empty
92,2,3,Empty
92,3,1,Empty
92,3,2,Empty
92,4,3,Empty
104,1,1,Empty
104,1,2,Empty
104,1,3,Empty
104,2,1,Empty
104,2,2,Empty
104,2,3,Empty
104,3,1,Empty
104,3,2,Empty
104,4,3,Empty
105,1,1,Empty
107,1,1,Empty
107,1,2,Empty
107,1,3,Empty
107,2,1,Empty
107,2,2,Empty
107,2,3,Empty
107,3,1,Empty
107,3,2,Empty
107,4,3,Empty
108,1,1,Empty
108,1,2,Empty
108,1,3,Empty
108,2,1,Empty
108,2,2,Empty
108,2,3,Empty
108,3,1,Empty
108,3,2,Empty
108,4,3,Empty
109,1,1,Empty
109,1,2,Empty
109,1,3,Empty
109,2,1,Empty
109,2,2,Empty
109,2,3,Empty
109,3,1,Empty
109,3,2,Empty
109,4,3,Empty
110,1,1,Empty
110,1,2,Empty
110,1,3,Empty
110,2,1,Empty
110,2,2,Empty
110,2,3,Empty
110,3,1,Empty
110,3,2,Empty
110,4,3,Empty
111,1,1,Empty
111,1,2,Empty
111,1,3,Empty
111,2,1,Empty
111,2,2,Empty
111,2,3,Empty
111,3,1,Empty
111,3,2,Empty
111,4,3,Empty
112,1,1,Empty
112,1,2,Empty
112,1,3,Empty
112,2,1,MovingPassengers
112,2,2,Empty
112,2,3,Empty
112,3,1,Empty
112,3,2,Empty
112,4,3,Empty
113,1,1,Empty
113,1,2,Empty
113,1,3,MovingPassengers
113,2,1,Departure
113,2,2,Empty
113,2,3,Empty
113,3,1,Empty
113,3,2,Empty
113,4,3,Empty
114,1,1,Empty
114,1,2,Empty
114,1,3,Departure
114,2,1,Empty
114,2,2,Empty
114,2,3,Empty
114,3,1,Empty
114,3,2,Empty
114,4,3,Empty
118,1,1,Empty
118,1,2,Empty
118,1,3,Empty
118,2,1,Empty
118,2,2,Empty
118,2,3,Empty
118,3,1,Empty
118,3,2,Empty
118,4,3,Empty
119,1,1,Empty
119,1,2,Empty
119,1,3,Empty
119,2,1,Empty
119,2,2,Empty
119,2,3,Empty
119,3,1,Empty
119,3,2,Empty
119,4,3,Empty
125,1,1,Empty
125,1,2,Empty
125,1,3,Empty
125,2,1,Empty
95,2,3,Empty
95,3,1,Empty
95,3,2,Empty
95,4,3,Empty
96,1,1,Empty
96,1,2,Empty
96,1,3,Empty
96,2,1,Empty
96,2,2,Empty
96,2,3,Empty
96,3,1,MovingPassengers
96,3,2,Empty
96,4,3,Empty
97,1,1,Empty
97,1,2,Empty
97,1,3,Empty
97,2,1,Empty
97,2,2,Empty
97,2,3,Empty
97,3,1,Departure
97,3,2,Empty
97,4,3,Empty
98,1,1,Empty
98,1,2,Empty
98,1,3,Empty
98,2,1,Empty
98,2,2,Empty
98,2,3,Empty
98,3,1,Empty
98,3,2,Empty
98,4,3,Empty
99,1,1,Empty
99,1,2,Empty
99,1,3,Empty
99,2,1,Empty
99,2,2,Empty
99,2,3,Empty
99,3,1,MovingPassengers
99,3,2,MovingPassengers
99,4,3,Empty
100,1,1,Empty
100,1,2,Empty
100,1,3,Empty
100,2,1,Empty
100,2,2,Empty
100,2,3,Empty
100,3,1,Departure
100,3,2,Departure
100,4,3,Empty
101,1,1,Empty
101,1,2,Empty
101,1,3,Empty
101,2,1,Empty
101,2,2,Empty
101,2,3,Empty
101,3,1,Empty
101,3,2,Empty
101,4,3,Empty
102,1,1,Empty
102,1,2,Empty
102,1,3,Empty
102,2,1,Empty
102,2,2,Empty
102,2,3,Empty
102,3,1,Empty
102,3,2,MovingPassengers
102,4,3,Empty
103,1,1,Empty
103,1,2,Empty
103,1,3,Empty
103,2,1,Empty
103,2,2,Empty
103,2,3,Empty
103,3,1,Empty
103,3,2,Departure
103,4,3,Empty
105,1,2,Empty
105,1,3,Empty
105,2,1,Empty
105,2,2,Empty
105,2,3,Empty
105,3,1,Empty
105,3,2,Empty
105,4,3,Empty
106,1,1,Empty
106,1,2,Empty
106,1,3,Empty
106,2,1,Empty
106,2,2,Empty
106,2,3,Empty
106,3,1,Empty
106,3,2,Empty
106,4,3,Empty
115,1,1,Empty
115,1,2,Empty
115,1,3,Empty
115,2,1,MovingPassengers
115,2,2,MovingPassengers
115,2,3,Empty
115,3,1,Empty
115,3,2,Empty
115,4,3,Empty
116,1,1,Empty
116,1,2,Empty
116,1,3,Empty
116,2,1,Departure
116,2,2,Departure
116,2,3,Empty
116,3,1,Empty
116,3,2,Empty
116,4,3,Empty
117,1,1,Empty
117,1,2,Empty
117,1,3,Empty
117,2,1,Empty
117,2,2,Empty
117,2,3,Empty
117,3,1,Empty
117,3,2,Empty
117,4,3,Empty
120,1,1,Empty
120,1,2,Empty
120,1,3,Empty
120,2,1,Empty
120,2,2,Empty
120,2,3,Empty
120,3,1,Empty
120,3,2,Empty
120,4,3,Empty
121,1,1,Empty
121,1,2,Empty
121,1,3,Empty
121,2,1,Empty
121,2,2,Empty
121,2,3,Empty
121,3,1,Empty
121,3,2,Empty
121,4,3,Empty
122,1,1,Empty
122,1,2,Empty
122,1,3,Empty
122,2,1,Empty
122,2,2,MovingPassengers
122,2,3,Empty
122,3,1,Empty
122,3,2,Empty
122,4,3,Empty
123,1,1,Empty
123,1,2,Empty
123,1,3,Empty
123,2,1,Empty
123,2,2,Departure
123,2,3,Empty
123,3,1,Empty
123,3,2,Empty
123,4,3,Empty
124,1,1,Empty
124,1,2,Empty
124,1,3,Empty
124,2,1,Empty
124,2,2,Empty
124,2,3,MovingPassengers
124,3,1,Empty
124,3,2,Empty
124,4,3,Empty
127,1,1,Empty
127,1,2,Empty
127,1,3,Empty
127,2,1,Empty
127,2,2,Empty
127,2,3,MovingPassengers
127,3,1,Empty
127,3,2,Empty
127,4,3,Empty
128,1,1,Empty
128,1,2,Empty
128,1,3,Empty
128,2,1,Empty
128,2,2,Empty
128,2,3,Departure
128,3,1,Empty
128,3,2,Empty
128,4,3,Empty
129,1,1,Empty
129,1,2,Empty
129,1,3,Empty
129,2,1,Empty
129,2,2,Empty
129,2,3,Empty
129,3,1,Empty
129,3,2,Empty
129,4,3,Empty
137,1,1,Empty
137,1,2,Empty
137,1,3,Empty
137,2,1,Empty
137,2,2,Empty
137,2,3,Departure
137,3,1,Empty
137,3,2,Empty
137,4,3,Empty
138,1,1,Empty
138,1,2,Empty
138,1,3,Empty
138,2,1,Empty
138,2,2,Empty
138,2,3,Empty
138,3,1,Empty
138,3,2,Empty
138,4,3,Empty
141,1,1,Empty
141,1,2,Empty
141,1,3,Empty
141,2,1,Empty
141,2,2,Empty
141,2,3,Empty
141,3,1,Empty
141,3,2,Empty
141,4,3,Empty
142,1,1,Empty
142,1,2,Empty
142,1,3,Empty
142,2,1,MovingPassengers
142,2,2,MovingPassengers
142,2,3,Empty
142,3,1,Empty
142,3,2,Empty
142,4,3,Empty
143,1,1,Empty
143,1,2,Empty
143,1,3,Empty
143,2,1,Departure
143,2,2,Departure
143,2,3,Empty
143,3,1,Empty
143,3,2,Empty
143,4,3,Empty
144,1,1,Empty
144,1,2,Empty
144,1,3,Empty
144,2,1,Empty
144,2,2,Empty
144,2,3,Empty
144,3,1,Empty
144,3,2,Empty
144,4,3,Empty
145,1,1,Empty
145,1,2,Empty
145,1,3,Empty
145,2,1,Empty
145,2,2,MovingPassengers
145,2,3,Empty
145,3,1,Empty
145,3,2,Empty
145,4,3,Empty
146,1,1,Empty
146,1,2,Empty
146,1,3,Empty
146,2,1,Empty
146,2,2,Departure
146,2,3,Empty
146,3,1,Empty
146,3,2,Empty
146,4,3,Empty
147,1,1,Empty
147,1,2,Empty
147,1,3,Empty
147,2,1,Empty
147,2,2,Empty
147,2,3,Empty
125,2,2,Empty
125,2,3,Departure
125,3,1,Empty
125,3,2,Empty
125,4,3,Empty
126,1,1,Empty
126,1,2,Empty
126,1,3,Empty
126,2,1,Empty
126,2,2,Empty
126,2,3,Empty
126,3,1,Empty
126,3,2,Empty
126,4,3,Empty
130,1,1,Empty
130,1,2,Empty
130,1,3,Empty
130,2,1,Empty
130,2,2,Empty
130,2,3,Empty
130,3,1,Empty
130,3,2,Empty
130,4,3,MovingPassengers
131,1,1,Empty
131,1,2,Empty
131,1,3,Empty
131,2,1,Empty
131,2,2,Empty
131,2,3,Empty
131,3,1,Empty
131,3,2,Empty
131,4,3,Departure
132,1,1,Empty
132,1,2,Empty
132,1,3,Empty
132,2,1,Empty
132,2,2,Empty
132,2,3,Empty
132,3,1,Empty
132,3,2,Empty
132,4,3,Empty
133,1,1,Empty
133,1,2,Empty
133,1,3,Empty
133,2,1,Empty
133,2,2,Empty
133,2,3,Empty
133,3,1,Empty
133,3,2,Empty
133,4,3,MovingPassengers
134,1,1,Empty
134,1,2,Empty
134,1,3,Empty
134,2,1,Empty
134,2,2,Empty
134,2,3,Empty
134,3,1,Empty
134,3,2,Empty
134,4,3,Departure
135,1,1,Empty
135,1,2,Empty
135,1,3,Empty
135,2,1,Empty
135,2,2,Empty
135,2,3,Empty
135,3,1,Empty
135,3,2,Empty
135,4,3,Empty
136,1,1,Empty
136,1,2,Empty
136,1,3,Empty
136,2,1,Empty
136,2,2,Empty
136,2,3,MovingPassengers
136,3,1,Empty
136,3,2,Empty
136,4,3,Empty
139,1,1,Empty
139,1,2,Empty
139,1,3,Empty
139,2,1,MovingPassengers
139,2,2,Empty
139,2,3,MovingPassengers
139,3,1,Empty
139,3,2,Empty
139,4,3,Empty
140,1,1,Empty
140,1,2,Empty
140,1,3,Empty
140,2,1,Departure
140,2,2,Empty
140,2,3,Departure
140,3,1,Empty
140,3,2,Empty
140,4,3,Empty
151,1,1,Empty
151,1,2,Empty
151,1,3,Empty
151,2,1,Empty
151,2,2,Empty
151,2,3,MovingPassengers
151,3,1,Empty
151,3,2,Empty
151,4,3,Empty
152,1,1,Empty
152,1,2,Empty
152,1,3,Empty
152,2,1,Empty
152,2,2,Empty
152,2,3,Departure
152,3,1,Empty
152,3,2,Empty
152,4,3,Empty
153,1,1,Empty
153,1,2,Empty
153,1,3,Empty
153,2,1,Empty
153,2,2,Empty
153,2,3,Empty
153,3,1,Empty
153,3,2,Empty
153,4,3,Empty
156,1,1,Empty
156,1,2,Empty
156,1,3,Empty
156,2,1,Empty
156,2,2,Empty
156,2,3,Empty
156,3,1,Departure
156,3,2,Empty
156,4,3,Empty
157,1,1,Empty
157,1,2,Empty
157,1,3,Empty
157,2,1,Empty
147,3,1,Empty
147,3,2,Empty
147,4,3,Empty
148,1,1,Empty
148,1,2,Empty
148,1,3,Empty
148,2,1,Empty
148,2,2,Empty
148,2,3,Empty
148,3,1,Empty
148,3,2,Empty
148,4,3,Empty
149,1,1,Empty
149,1,2,Empty
149,1,3,Empty
149,2,1,Empty
149,2,2,Empty
