segment_id,clock_tick,trains_present
21,15,"[{'id': 104, 'position_km': 7.0}, {'id': 202, 'position_km': 7.0}, {'id': 203, 'position_km': 7.0}, {'id': 301, 'position_km': 5.39}]"
23,15,[]
24,15,[]
12,16,"[{'id': 204, 'position_km': 3.399}, {'id': 302, 'position_km': 6.03}, {'id': 303, 'position_km': 7.0}]"
32,16,"[{'id': 101, 'position_km': 2.199}, {'id': 102, 'position_km': 4.0}, {'id': 201, 'position_km': 3.96}]"
42,16,[]
21,16,"[{'id': 104, 'position_km': 7.0}, {'id': 202, 'position_km': 7.0}, {'id': 203, 'position_km': 7.0}, {'id': 301, 'position_km': 5.59}]"
23,16,[]
24,16,[]
12,17,"[{'id': 204, 'position_km': 3.599}, {'id': 302, 'position_km': 6.23}, {'id': 303, 'position_km': 7.0}, {'id': 103, 'position_km': 0.2}]"
32,17,"[{'id': 101, 'position_km': 2.299}, {'id': 102, 'position_km': 4.0}, {'id': 201, 'position_km': 4.0}]"
42,17,[]
21,17,"[{'id': 104, 'position_km': 7.0}, {'id': 202, 'position_km': 7.0}, {'id': 203, 'position_km': 7.0}, {'id': 301, 'position_km': 5.79}]"
23,17,[]
24,17,[]
12,18,"[{'id': 204, 'position_km': 3.799}, {'id': 302, 'position_km': 6.43}, {'id': 303, 'position_km': 7.0}, {'id': 103, 'position_km': 0.4}]"
32,18,"[{'id': 101, 'position_km': 2.399}, {'id': 102, 'position_km': 4.0}, {'id': 201, 'position_km': 4.0}]"
42,18,[]
21,18,"[{'id': 203, 'position_km': 7.0}, {'id': 301, 'position_km': 5.99}]"
23,18,[]
12,19,"[{'id': 204, 'position_km': 3.999}, {'id': 302, 'position_km': 6.63}, {'id': 303, 'position_km': 7.0}, {'id': 103, 'position_km': 0.6}]"
32,19,"[{'id': 101, 'position_km': 2.499}, {'id': 102, 'position_km': 4.0}, {'id': 201, 'position_km': 4.0}]"
42,19,[]
21,19,"[{'id': 203, 'position_km': 7.0}, {'id': 301, 'position_km': 6.19}]"
23,19,[]
24,19,[]
12,20,"[{'id': 204, 'position_km': 4.199}, {'id': 302, 'position_km': 6.83}, {'id': 303, 'position_km': 7.0}, {'id': 103, 'position_km': 0.8}, {'id': 104, 'position_km': 0.2}, {'id': 202, 'position_km': 0.2}]"
32,20,"[{'id': 101, 'position_km': 2.599}, {'id': 102, 'position_km': 4.0}, {'id': 201, 'position_km': 4.0}]"
42,20,[]
21,20,"[{'id': 203, 'position_km': 7.0}, {'id': 301, 'position_km': 6.39}]"
23,20,[]
24,20,[]
12,21,"[{'id': 204, 'position_km': 4.399}, {'id': 302, 'position_km': 7.0}, {'id': 303, 'position_km': 7.0}, {'id': 103, 'position_km': 1.0}, {'id': 104, 'position_km': 0.4}, {'id': 202, 'position_km': 0.4}]"
32,21,"[{'id': 101, 'position_km': 2.699}, {'id': 102, 'position_km': 4.0}, {'id': 201, 'position_km': 4.0}]"
42,21,[]
21,21,"[{'id': 301, 'position_km': 6.59}]"
23,21,[]
24,21,[]
12,22,"[{'id': 204, 'position_km': 4.599}, {'id': 302, 'position_km': 7.0}, {'id': 303, 'position_km': 7.0}, {'id': 103, 'position_km': 1.2}, {'id': 104, 'position_km': 0.6}, {'id': 202, 'position_km': 0.6}]"
32,22,"[{'id': 101, 'position_km': 2.799}, {'id': 102, 'position_km': 4.0}, {'id': 201, 'position_km': 4.0}]"
42,22,[]
21,22,"[{'id': 301, 'position_km': 6.79}]"
23,22,[]
24,22,[]
12,23,"[{'id': 204, 'position_km': 4.799}, {'id': 302, 'position_km': 7.0}, {'id': 303, 'position_km': 7.0}, {'id': 103, 'position_km': 1.4}, {'id': 104, 'position_km': 0.8}, {'id': 202, 'position_km': 0.8}, {'id': 203, 'position_km': 0.2}]"
32,23,"[{'id': 101, 'position_km': 2.899}, {'id': 102, 'position_km': 4.0}, {'id': 201, 'position_km': 4.0}]"
42,23,[]
21,23,"[{'id': 301, 'position_km': 6.99}]"
23,23,[]
24,23,[]
12,24,"[{'id': 204, 'position_km': 4.999}, {'id': 302, 'position_km': 7.0}, {'id': 303, 'position_km': 7.0}, {'id': 103, 'position_km': 1.599}, {'id': 104, 'position_km': 1.0}, {'id': 202, 'position_km': 1.0}, {'id': 203, 'position_km': 0.4}]"
32,24,"[{'id': 101, 'position_km': 2.999}, {'id': 102, 'position_km': 4.0}, {'id': 201, 'position_km': 4.0}]"
42,24,[]
21,24,"[{'id': 301, 'position_km': 7.0}]"
23,24,[]
24,24,[]
12,25,"[{'id': 204, 'position_km': 5.199}, {'id': 302, 'position_km': 7.0}, {'id': 303, 'position_km': 7.0}, {'id': 103, 'position_km': 1.799}, {'id': 104, 'position_km': 1.2}, {'id': 202, 'position_km': 1.2}, {'id': 203, 'position_km': 0.6}]"
32,25,"[{'id': 101, 'position_km': 3.099}, {'id': 102, 'position_km': 4.0}, {'id': 201, 'position_km': 4.0}]"
42,25,[]
21,25,[]
23,25,[]
24,25,[]
12,26,"[{'id': 204, 'position_km': 5.399}, {'id': 302, 'position_km': 7.0}, {'id': 303, 'position_km': 7.0}, {'id': 103, 'position_km': 1.999}, {'id': 104, 'position_km': 1.4}, {'id': 202, 'position_km': 1.4}, {'id': 203, 'position_km': 0.8}]"
32,26,"[{'id': 101, 'position_km': 3.199}, {'id': 102, 'position_km': 4.0}, {'id': 201, 'position_km': 4.0}]"
42,26,[]
21,26,[]
23,26,[]
24,26,[]
12,27,"[{'id': 204, 'position_km': 5.599}, {'id': 302, 'position_km': 7.0}, {'id': 303, 'position_km': 7.0}, {'id': 103, 'position_km': 2.199}, {'id': 104, 'position_km': 1.599}, {'id': 202, 'position_km': 1.599}, {'id': 203, 'position_km': 1.0}, {'id': 301, 'position_km': 0.2}]"
32,27,"[{'id': 101, 'position_km': 3.299}, {'id': 102, 'position_km': 4.0}, {'id': 201, 'position_km': 4.0}]"
42,27,[]
21,27,[]
23,27,[]
24,27,[]
12,28,"[{'id': 204, 'position_km': 5.799}, {'id': 302, 'position_km': 7.0}, {'id': 303, 'position_km': 7.0}, {'id': 103, 'position_km': 2.399}, {'id': 104, 'position_km': 1.799}, {'id': 202, 'position_km': 1.799}, {'id': 203, 'position_km': 1.2}, {'id': 301, 'position_km': 0.4}]"
32,28,"[{'id': 101, 'position_km': 3.399}, {'id': 102, 'position_km': 4.0}, {'id': 201, 'position_km': 4.0}]"
42,28,[]
21,28,[]
23,28,[]
24,28,[]
12,29,"[{'id': 204, 'position_km': 5.999}, {'id': 302, 'position_km': 7.0}, {'id': 303, 'position_km': 7.0}, {'id': 103, 'position_km': 2.599}, {'id': 104, 'position_km': 1.999}, {'id': 202, 'position_km': 1.999}, {'id': 203, 'position_km': 1.4}, {'id': 301, 'position_km': 0.6}]"
32,29,"[{'id': 101, 'position_km': 3.499}, {'id': 102, 'position_km': 4.0}, {'id': 201, 'position_km': 4.0}]"
42,29,[]
21,29,[]
23,29,[]
24,29,[]
12,30,"[{'id': 204, 'position_km': 6.199}, {'id': 302, 'position_km': 7.0}, {'id': 303, 'position_km': 7.0}, {'id': 103, 'position_km': 2.799}, {'id': 104, 'position_km': 2.199}, {'id': 202, 'position_km': 2.199}, {'id': 203, 'position_km': 1.599}, {'id': 301, 'position_km': 0.8}]"
32,30,"[{'id': 101, 'position_km': 3.599}, {'id': 102, 'position_km': 4.0}, {'id': 201, 'position_km': 4.0}]"
42,30,[]
21,30,[]
23,30,[]
24,30,[]
12,31,"[{'id': 204, 'position_km': 6.399}, {'id': 302, 'position_km': 7.0}, {'id': 303, 'position_km': 7.0}, {'id': 103, 'position_km': 2.999}, {'id': 104, 'position_km': 2.399}, {'id': 202, 'position_km': 2.399}, {'id': 203, 'position_km': 1.799}, {'id': 301, 'position_km': 1.0}]"
32,31,"[{'id': 101, 'position_km': 3.699}, {'id': 102, 'position_km': 4.0}, {'id': 201, 'position_km': 4.0}]"
42,31,[]
21,31,[]
23,31,[]
24,31,[]
12,39,"[{'id': 103, 'position_km': 4.599}, {'id': 104, 'position_km': 3.999}, {'id': 202, 'position_km': 3.999}, {'id': 203, 'position_km': 3.399}, {'id': 301, 'position_km': 2.599}]"
32,39,[]
42,39,[]
21,39,"[{'id': 101, 'position_km': 0.4}]"
23,39,"[{'id': 204, 'position_km': 0.2}]"
24,39,"[{'id': 302, 'position_km': 0.6}]"
12,40,"[{'id': 103, 'position_km': 4.799}, {'id': 104, 'position_km': 4.199}, {'id': 202, 'position_km': 4.199}, {'id': 203, 'position_km': 3.599}, {'id': 301, 'position_km': 2.799}]"
32,40,[]
42,40,[]
21,40,"[{'id': 101, 'position_km': 0.6}]"
23,40,"[{'id': 204, 'position_km': 0.3}]"
24,40,"[{'id': 302, 'position_km': 0.899}]"
12,41,"[{'id': 103, 'position_km': 4.999}, {'id': 104, 'position_km': 4.399}, {'id': 202, 'position_km': 4.399}, {'id': 203, 'position_km': 3.799}, {'id': 301, 'position_km': 2.999}]"
32,41,[]
42,41,[]
21,41,"[{'id': 101, 'position_km': 0.8}, {'id': 102, 'position_km': 0.2}, {'id': 201, 'position_km': 0.2}]"
23,41,"[{'id': 204, 'position_km': 0.4}]"
24,41,"[{'id': 302, 'position_km': 1.0}, {'id': 303, 'position_km': 0.3}]"
12,47,"[{'id': 103, 'position_km': 6.199}, {'id': 104, 'position_km': 5.599}, {'id': 202, 'position_km': 5.599}, {'id': 203, 'position_km': 4.999}, {'id': 301, 'position_km': 4.199}]"
32,47,[]
42,47,"[{'id': 302, 'position_km': 1.0}, {'id': 303, 'position_km': 0.3}]"
21,47,"[{'id': 101, 'position_km': 1.999}, {'id': 102, 'position_km': 1.4}, {'id': 201, 'position_km': 1.4}]"
23,47,"[{'id': 204, 'position_km': 0.999}]"
24,47,[]
12,48,"[{'id': 103, 'position_km': 6.399}, {'id': 104, 'position_km': 5.799}, {'id': 202, 'position_km': 5.799}, {'id': 203, 'position_km': 5.199}, {'id': 301, 'position_km': 4.399}]"
32,48,[]
42,48,"[{'id': 303, 'position_km': 0.6}]"
21,48,"[{'id': 101, 'position_km': 2.199}, {'id': 102, 'position_km': 1.599}, {'id': 201, 'position_km': 1.599}]"
12,32,"[{'id': 204, 'position_km': 6.599}, {'id': 302, 'position_km': 7.0}, {'id': 303, 'position_km': 7.0}, {'id': 103, 'position_km': 3.199}, {'id': 104, 'position_km': 2.599}, {'id': 202, 'position_km': 2.599}, {'id': 203, 'position_km': 1.999}, {'id': 301, 'position_km': 1.2}]"
32,32,"[{'id': 101, 'position_km': 3.799}, {'id': 102, 'position_km': 4.0}, {'id': 201, 'position_km': 4.0}]"
42,32,[]
21,32,[]
23,32,[]
24,32,[]
12,33,"[{'id': 204, 'position_km': 6.799}, {'id': 302, 'position_km': 7.0}, {'id': 303, 'position_km': 7.0}, {'id': 103, 'position_km': 3.399}, {'id': 104, 'position_km': 2.799}, {'id': 202, 'position_km': 2.799}, {'id': 203, 'position_km': 2.199}, {'id': 301, 'position_km': 1.4}]"
32,33,"[{'id': 101, 'position_km': 3.899}, {'id': 102, 'position_km': 4.0}, {'id': 201, 'position_km': 4.0}]"
42,33,[]
21,33,[]
23,33,[]
24,33,[]
12,34,"[{'id': 204, 'position_km': 6.999}, {'id': 302, 'position_km': 7.0}, {'id': 303, 'position_km': 7.0}, {'id': 103, 'position_km': 3.599}, {'id': 104, 'position_km': 2.999}, {'id': 202, 'position_km': 2.999}, {'id': 203, 'position_km': 2.399}, {'id': 301, 'position_km': 1.599}]"
32,34,"[{'id': 101, 'position_km': 3.999}, {'id': 102, 'position_km': 4.0}, {'id': 201, 'position_km': 4.0}]"
42,34,[]
21,34,[]
23,34,[]
24,34,[]
12,35,"[{'id': 204, 'position_km': 7.0}, {'id': 302, 'position_km': 7.0}, {'id': 303, 'position_km': 7.0}, {'id': 103, 'position_km': 3.799}, {'id': 104, 'position_km': 3.199}, {'id': 202, 'position_km': 3.199}, {'id': 203, 'position_km': 2.599}, {'id': 301, 'position_km': 1.799}]"
32,35,"[{'id': 101, 'position_km': 4.0}, {'id': 102, 'position_km': 4.0}, {'id': 201, 'position_km': 4.0}]"
42,35,[]
21,35,[]
23,35,[]
24,35,[]
12,36,"[{'id': 303, 'position_km': 7.0}, {'id': 103, 'position_km': 3.999}, {'id': 104, 'position_km': 3.399}, {'id': 202, 'position_km': 3.399}, {'id': 203, 'position_km': 2.799}, {'id': 301, 'position_km': 1.999}]"
32,36,"[{'id': 102, 'position_km': 4.0}, {'id': 201, 'position_km': 4.0}]"
42,36,[]
21,36,[]
23,36,[]
24,36,[]
12,37,"[{'id': 303, 'position_km': 7.0}, {'id': 103, 'position_km': 4.199}, {'id': 104, 'position_km': 3.599}, {'id': 202, 'position_km': 3.599}, {'id': 203, 'position_km': 2.999}, {'id': 301, 'position_km': 2.199}]"
32,37,"[{'id': 102, 'position_km': 4.0}, {'id': 201, 'position_km': 4.0}]"
42,37,[]
21,37,[]
23,37,[]
24,37,[]
12,38,"[{'id': 303, 'position_km': 7.0}, {'id': 103, 'position_km': 4.399}, {'id': 104, 'position_km': 3.799}, {'id': 202, 'position_km': 3.799}, {'id': 203, 'position_km': 3.199}, {'id': 301, 'position_km': 2.399}]"
32,38,"[{'id': 102, 'position_km': 4.0}, {'id': 201, 'position_km': 4.0}]"
42,38,[]
21,38,"[{'id': 101, 'position_km': 0.2}]"
23,38,"[{'id': 204, 'position_km': 0.1}]"
24,38,"[{'id': 302, 'position_km': 0.3}]"
12,42,"[{'id': 103, 'position_km': 5.199}, {'id': 104, 'position_km': 4.599}, {'id': 202, 'position_km': 4.599}, {'id': 203, 'position_km': 3.999}, {'id': 301, 'position_km': 3.199}]"
32,42,[]
42,42,[]
21,42,"[{'id': 101, 'position_km': 1.0}, {'id': 102, 'position_km': 0.4}, {'id': 201, 'position_km': 0.4}]"
23,42,"[{'id': 204, 'position_km': 0.5}]"
24,42,"[{'id': 303, 'position_km': 0.6}]"
12,43,"[{'id': 103, 'position_km': 5.399}, {'id': 104, 'position_km': 4.799}, {'id': 202, 'position_km': 4.799}, {'id': 203, 'position_km': 4.199}, {'id': 301, 'position_km': 3.399}]"
32,43,[]
42,43,[]
21,43,"[{'id': 101, 'position_km': 1.2}, {'id': 102, 'position_km': 0.6}, {'id': 201, 'position_km': 0.6}]"
23,43,"[{'id': 204, 'position_km': 0.6}]"
24,43,"[{'id': 303, 'position_km': 0.899}]"
12,44,"[{'id': 103, 'position_km': 5.599}, {'id': 104, 'position_km': 4.999}, {'id': 202, 'position_km': 4.999}, {'id': 203, 'position_km': 4.399}, {'id': 301, 'position_km': 3.599}]"
32,44,[]
42,44,"[{'id': 302, 'position_km': 0.3}]"
21,44,"[{'id': 101, 'position_km': 1.4}, {'id': 102, 'position_km': 0.8}, {'id': 201, 'position_km': 0.8}]"
23,44,"[{'id': 204, 'position_km': 0.7}]"
24,44,"[{'id': 303, 'position_km': 1.0}]"
12,45,"[{'id': 103, 'position_km': 5.799}, {'id': 104, 'position_km': 5.199}, {'id': 202, 'position_km': 5.199}, {'id': 203, 'position_km': 4.599}, {'id': 301, 'position_km': 3.799}]"
32,45,[]
42,45,"[{'id': 302, 'position_km': 0.6}]"
21,45,"[{'id': 101, 'position_km': 1.599}, {'id': 102, 'position_km': 1.0}, {'id': 201, 'position_km': 1.0}]"
23,45,"[{'id': 204, 'position_km': 0.799}]"
24,45,[]
12,46,"[{'id': 103, 'position_km': 5.999}, {'id': 104, 'position_km': 5.399}, {'id': 202, 'position_km': 5.399}, {'id': 203, 'position_km': 4.799}, {'id': 301, 'position_km': 3.999}]"
32,46,[]
42,46,"[{'id': 302, 'position_km': 0.899}]"
21,46,"[{'id': 101, 'position_km': 1.799}, {'id': 102, 'position_km': 1.2}, {'id': 201, 'position_km': 1.2}]"
23,46,"[{'id': 204, 'position_km': 0.899}]"
24,46,[]
12,55,"[{'id': 104, 'position_km': 7.0}, {'id': 202, 'position_km': 7.0}, {'id': 203, 'position_km': 6.599}, {'id': 301, 'position_km': 5.799}]"
32,55,[]
42,55,[]
21,55,"[{'id': 101, 'position_km': 3.599}, {'id': 102, 'position_km': 2.999}, {'id': 201, 'position_km': 2.999}, {'id': 302, 'position_km': 1.2}, {'id': 303, 'position_km': 0.6}]"
23,55,"[{'id': 204, 'position_km': 1.799}, {'id': 103, 'position_km': 0.1}]"
24,55,[]
12,59,"[{'id': 301, 'position_km': 6.599}]"
32,59,[]
42,59,[]
21,59,"[{'id': 101, 'position_km': 4.399}, {'id': 102, 'position_km': 3.799}, {'id': 201, 'position_km': 3.799}, {'id': 302, 'position_km': 1.999}, {'id': 303, 'position_km': 1.4}]"
23,59,"[{'id': 204, 'position_km': 2.199}, {'id': 103, 'position_km': 0.5}, {'id': 104, 'position_km': 0.2}, {'id': 202, 'position_km': 0.2}]"
24,59,[]
12,66,[]
32,66,[]
42,66,[]
21,66,"[{'id': 101, 'position_km': 5.799}, {'id': 102, 'position_km': 5.199}, {'id': 201, 'position_km': 5.199}, {'id': 302, 'position_km': 3.399}, {'id': 303, 'position_km': 2.799}]"
23,66,"[{'id': 204, 'position_km': 2.899}, {'id': 103, 'position_km': 1.199}, {'id': 104, 'position_km': 0.899}, {'id': 202, 'position_km': 0.899}, {'id': 203, 'position_km': 0.6}]"
24,66,"[{'id': 301, 'position_km': 0.6}]"
12,69,[]
32,69,[]
42,69,[]
21,69,"[{'id': 101, 'position_km': 6.399}, {'id': 102, 'position_km': 5.799}, {'id': 201, 'position_km': 5.799}, {'id': 302, 'position_km': 3.999}, {'id': 303, 'position_km': 3.399}]"
23,69,"[{'id': 204, 'position_km': 3.199}, {'id': 103, 'position_km': 1.499}, {'id': 104, 'position_km': 1.199}, {'id': 202, 'position_km': 1.199}, {'id': 203, 'position_km': 0.899}]"
24,69,[]
12,70,[]
32,70,[]
42,70,[]
21,70,"[{'id': 101, 'position_km': 6.599}, {'id': 102, 'position_km': 5.999}, {'id': 201, 'position_km': 5.999}, {'id': 302, 'position_km': 4.199}, {'id': 303, 'position_km': 3.599}]"
23,70,"[{'id': 204, 'position_km': 3.299}, {'id': 103, 'position_km': 1.599}, {'id': 104, 'position_km': 1.299}, {'id': 202, 'position_km': 1.299}, {'id': 203, 'position_km': 0.999}]"
24,70,[]
12,71,[]
32,71,[]
42,71,"[{'id': 301, 'position_km': 0.3}]"
21,71,"[{'id': 101, 'position_km': 6.799}, {'id': 102, 'position_km': 6.199}, {'id': 201, 'position_km': 6.199}, {'id': 302, 'position_km': 4.399}, {'id': 303, 'position_km': 3.799}]"
21,88,"[{'id': 303, 'position_km': 7.0}, {'id': 301, 'position_km': 2.399}]"
23,48,"[{'id': 204, 'position_km': 1.099}]"
24,48,[]
12,49,"[{'id': 103, 'position_km': 6.599}, {'id': 104, 'position_km': 5.999}, {'id': 202, 'position_km': 5.999}, {'id': 203, 'position_km': 5.399}, {'id': 301, 'position_km': 4.599}]"
32,49,[]
42,49,"[{'id': 303, 'position_km': 0.899}]"
21,49,"[{'id': 101, 'position_km': 2.399}, {'id': 102, 'position_km': 1.799}, {'id': 201, 'position_km': 1.799}]"
23,49,"[{'id': 204, 'position_km': 1.199}]"
24,49,[]
12,50,"[{'id': 103, 'position_km': 6.799}, {'id': 104, 'position_km': 6.199}, {'id': 202, 'position_km': 6.199}, {'id': 203, 'position_km': 5.599}, {'id': 301, 'position_km': 4.799}]"
32,50,[]
42,50,"[{'id': 303, 'position_km': 1.0}]"
21,50,"[{'id': 101, 'position_km': 2.599}, {'id': 102, 'position_km': 1.999}, {'id': 201, 'position_km': 1.999}, {'id': 302, 'position_km': 0.2}]"
23,50,"[{'id': 204, 'position_km': 1.299}]"
24,50,[]
12,51,"[{'id': 103, 'position_km': 6.999}, {'id': 104, 'position_km': 6.399}, {'id': 202, 'position_km': 6.399}, {'id': 203, 'position_km': 5.799}, {'id': 301, 'position_km': 4.999}]"
32,51,[]
42,51,[]
21,51,"[{'id': 101, 'position_km': 2.799}, {'id': 102, 'position_km': 2.199}, {'id': 201, 'position_km': 2.199}, {'id': 302, 'position_km': 0.4}]"
23,51,"[{'id': 204, 'position_km': 1.399}]"
24,51,[]
12,52,"[{'id': 103, 'position_km': 7.0}, {'id': 104, 'position_km': 6.599}, {'id': 202, 'position_km': 6.599}, {'id': 203, 'position_km': 5.999}, {'id': 301, 'position_km': 5.199}]"
32,52,[]
42,52,[]
