clock_tick,passenger_id,train_id,station_id,stops_seen_so_far
1,725,,,[]
1,726,,,[]
1,727,,,[]
1,728,,,[]
1,729,,,[]
1,730,,,[]
1,731,,,[]
1,732,,,[]
1,733,,,[]
1,734,,,[]
1,735,,,[]
1,736,,,[]
1,737,,,[]
1,738,,,[]
1,739,,,[]
1,740,,,[]
1,741,,,[]
1,742,,,[]
1,743,,,[]
1,744,,,[]
1,745,,,[]
1,746,,,[]
1,747,,,[]
1,748,,,[]
1,749,,,[]
1,750,,,[]
1,751,,,[]
1,752,,,[]
1,753,,,[]
1,754,,,[]
1,755,,,[]
1,756,,,[]
1,757,,,[]
1,758,,,[]
1,759,,,[]
1,760,,,[]
1,761,,,[]
1,762,,,[]
1,763,,,[]
1,764,,,[]
1,765,,,[]
1,766,,,[]
1,767,,,[]
1,768,,,[]
1,769,,,[]
1,770,,,[]
1,771,,,[]
1,772,,,[]
1,773,,,[]
1,774,,,[]
1,775,,,[]
1,776,,,[]
1,777,,,[]
1,778,,,[]
1,779,,,[]
1,780,,,[]
1,781,,,[]
1,782,,,[]
1,783,,,[]
1,784,,,[]
1,785,,,[]
1,786,,,[]
1,787,,,[]
1,788,,,[]
1,789,,,[]
1,790,,,[]
1,791,,,[]
1,792,,,[]
1,793,,,[]
1,794,,,[]
1,795,,,[]
1,796,,,[]
1,797,,,[]
1,798,,,[]
1,799,,,[]
1,800,,,[]
1,801,,,[]
1,802,,,[]
1,803,,,[]
1,804,,,[]
1,805,,,[]
1,806,,,[]
1,807,,,[]
1,808,,,[]
1,809,,,[]
1,810,,,[]
1,811,,,[]
1,812,,,[]
1,813,,,[]
1,814,,,[]
1,815,,,[]
1,816,,,[]
1,817,,,[]
1,818,,,[]
1,819,,,[]
1,820,,,[]
1,821,,,[]
1,822,,,[]
1,823,,,[]
1,824,,,[]
1,825,,,[]
1,826,,,[]
1,827,,,[]
1,828,,,[]
1,829,,,[]
1,830,,,[]
1,831,,,[]
1,832,,,[]
1,833,,,[]
1,834,,,[]
1,835,,,[]
1,836,,,[]
1,837,,,[]
1,838,,,[]
1,839,,,[]
1,840,,,[]
1,841,,,[]
1,842,,,[]
1,843,,,[]
1,844,,,[]
1,845,,,[]
1,846,,,[]
1,847,,,[]
1,848,,,[]
1,849,,,[]
1,850,,,[]
1,851,,,[]
1,852,,,[]
1,853,,,[]
1,854,,,[]
1,855,,,[]
1,856,,,[]
1,857,,,[]
1,858,,,[]
1,859,,,[]
1,860,,,[]
1,861,,,[]
1,862,,,[]
1,863,,,[]
1,864,,,[]
1,865,,,[]
1,866,,,[]
1,867,,,[]
1,868,,,[]
1,869,,,[]
1,870,,,[]
1,871,,,[]
1,872,,,[]
1,873,,,[]
1,874,,,[]
1,875,,,[]
1,876,,,[]
1,877,,,[]
1,878,,,[]
1,879,,,[]
1,880,,,[]
1,881,,,[]
1,882,,,[]
1,883,,,[]
1,884,,,[]
1,885,,,[]
1,886,,,[]
1,887,,,[]
1,888,,,[]
1,889,,,[]
1,890,,,[]
1,891,,,[]
1,892,,,[]
1,893,,,[]
1,894,,,[]
1,895,,,[]
1,896,,,[]
1,897,,,[]
1,898,,,[]
1,899,,,[]
1,900,,,[]
1,901,,,[]
1,902,,,[]
1,903,,,[]
1,904,,,[]
1,905,,,[]
1,906,,,[]
1,907,,,[]
1,908,,,[]
1,909,,,[]
1,910,,,[]
1,911,,,[]
1,912,,,[]
1,913,,,[]
1,914,,,[]
1,915,,,[]
1,916,,,[]
1,917,,,[]
1,918,,,[]
1,919,,,[]
1,920,,,[]
1,921,,,[]
1,922,,,[]
1,923,,,[]
1,924,,,[]
1,925,,,[]
1,926,,,[]
1,927,,,[]
1,928,,,[]
1,929,,,[]
1,930,,,[]
1,931,,,[]
1,932,,,[]
1,933,,,[]
1,934,,,[]
1,935,,,[]
1,936,,,[]
1,937,,,[]
1,938,,,[]
1,939,,,[]
1,940,,,[]
1,941,,,[]
1,942,,,[]
1,943,,,[]
1,944,,,[]
1,945,,,[]
1,946,,,[]
1,947,,,[]
1,948,,,[]
1,949,,,[]
1,950,,,[]
1,951,,,[]
1,952,,,[]
1,953,,,[]
1,954,,,[]
1,955,,,[]
1,956,,,[]
1,957,,,[]
1,958,,,[]
1,959,,,[]
1,960,,,[]
1,961,,,[]
1,962,,,[]
1,963,,,[]
1,964,,,[]
1,965,,,[]
1,966,,,[]
1,967,,,[]
1,968,,,[]
1,969,,,[]
1,970,,,[]
1,971,,,[]
1,972,,,[]
1,973,,,[]
1,974,,,[]
1,975,,,[]
1,976,,,[]
1,977,,,[]
1,978,,,[]
1,979,,,[]
1,980,,,[]
1,981,,,[]
1,982,,,[]
1,983,,,[]
1,984,,,[]
1,985,,,[]
1,986,,,[]
1,987,,,[]
1,988,,,[]
1,989,,,[]
1,990,,,[]
1,991,,,[]
1,992,,,[]
1,993,,,[]
1,994,,,[]
1,995,,,[]
1,996,,,[]
1,997,,,[]
1,998,,,[]
1,999,,,[]
1,1000,,,[]
1,1001,,,[]
1,1002,,,[]
1,1003,,,[]
1,1004,,,[]
1,1005,,,[]
1,1006,,,[]
1,1007,,,[]
1,1008,,,[]
1,1009,,,[]
1,1010,,,[]
1,1011,,,[]
1,1012,,,[]
1,1013,,,[]
1,1014,,,[]
1,1015,,,[]
1,1016,,,[]
1,1017,,,[]
1,1018,,,[]
1,1019,,,[]
1,1020,,,[]
1,1021,,,[]
1,1022,,,[]
1,1023,,,[]
1,1024,,,[]
1,1025,,,[]
1,1026,,,[]
1,1027,,,[]
1,1028,,,[]
1,1029,,,[]
1,1030,,,[]
1,1031,,,[]
1,1032,,,[]
1,1033,,,[]
1,1034,,,[]
1,1035,,,[]
1,1036,,,[]
1,1037,,,[]
1,1038,,,[]
1,1039,,,[]
1,1040,,,[]
1,1041,,,[]
1,1042,,,[]
1,1043,,,[]
1,1044,,,[]
1,1045,,,[]
1,1046,,,[]
1,1047,,,[]
1,1048,,,[]
1,1049,,,[]
1,1050,,,[]
1,1051,,,[]
1,1052,,,[]
1,1053,,,[]
1,1054,,,[]
1,1055,,,[]
1,1056,,,[]
1,1057,,,[]
1,1058,,,[]
1,1059,,,[]
1,1060,,,[]
1,1061,,,[]
1,1062,,,[]
1,1063,,,[]
1,1064,,,[]
1,1065,,,[]
1,1066,,,[]
1,1067,,,[]
1,1068,,,[]
1,1069,,,[]
1,1070,,,[]
1,1071,,,[]
1,1072,,,[]
1,1073,,,[]
1,1074,,,[]
1,1075,,,[]
1,1076,,,[]
1,1077,,,[]
1,1078,,,[]
1,1079,,,[]
1,1080,,,[]
1,1081,,,[]
1,1082,,,[]
1,1083,,,[]
1,1084,,,[]
1,1085,,,[]
1,1086,,,[]
1,1087,,,[]
1,1088,,,[]
1,1089,,,[]
1,1090,,,[]
1,1091,,,[]
1,1092,,,[]
1,1093,,,[]
1,1094,,,[]
1,1095,,,[]
1,1096,,,[]
1,1097,,,[]
1,1098,,,[]
1,1099,,,[]
1,1100,,,[]
1,1101,,,[]
1,1102,,,[]
1,1103,,,[]
1,1104,,,[]
1,1105,,,[]
1,1106,,,[]
1,1107,,,[]
1,1108,,,[]
1,1109,,,[]
1,1110,,,[]
1,1111,,,[]
1,1112,,,[]
1,1113,,,[]
1,1114,,,[]
1,1115,,,[]
1,1116,,,[]
1,1117,,,[]
1,1118,,,[]
1,1119,,,[]
1,1120,,,[]
1,1121,,,[]
1,1122,,,[]
1,1123,,,[]
1,1124,,,[]
1,1125,,,[]
1,1126,,,[]
1,1127,,,[]
1,1128,,,[]
1,1129,,,[]
1,1130,,,[]
1,1131,,,[]
1,1132,,,[]
1,1133,,,[]
1,1134,,,[]
1,1135,,,[]
1,1136,,,[]
1,1137,,,[]
1,1138,,,[]
1,1139,,,[]
1,1140,,,[]
1,1141,,,[]
1,1142,,,[]
1,1143,,,[]
1,1144,,,[]
1,1145,,,[]
1,1146,,,[]
1,1147,,,[]
1,1148,,,[]
1,1149,,,[]
1,1150,,,[]
1,1151,,,[]
1,1152,,,[]
1,1153,,,[]
1,1154,,,[]
1,1155,,,[]
1,1156,,,[]
1,1157,,,[]
1,1158,,,[]
1,1159,,,[]
1,1160,,,[]
1,1161,,,[]
1,1162,,,[]
1,1163,,,[]
1,1164,,,[]
1,1165,,,[]
1,1166,,,[]
1,1167,,,[]
1,1168,,,[]
1,1169,,,[]
1,1170,,,[]
1,1171,,,[]
1,1172,,,[]
1,1173,,,[]
1,1174,,,[]
1,1175,,,[]
1,1176,,,[]
1,1177,,,[]
1,1178,,,[]
1,1179,,,[]
1,1180,,,[]
1,1181,,,[]
1,1182,,,[]
1,1183,,,[]
1,1184,,,[]
1,1185,,,[]
1,1186,,,[]
1,1187,,,[]
1,1188,,,[]
1,1189,,,[]
1,1190,,,[]
1,1191,,,[]
1,1192,,,[]
1,1193,,,[]
1,1194,,,[]
1,1195,,,[]
1,1196,,,[]
1,1197,,,[]
1,1198,,,[]
1,1199,,,[]
1,1200,,,[]
1,1201,,,[]
1,1202,,,[]
1,1203,,,[]
1,1204,,,[]
1,1205,,,[]
1,1206,,,[]
1,1207,,,[]
1,1208,,,[]
1,1209,,,[]
1,1210,,,[]
1,1211,,,[]
1,1212,,,[]
1,1213,,,[]
1,1214,,,[]
1,1215,,,[]
1,1216,,,[]
1,1217,,,[]
1,1218,,,[]
1,1219,,,[]
1,1220,,,[]
1,1221,,,[]
1,1222,,,[]
1,1223,,,[]
1,1224,,,[]
1,1225,,,[]
1,1226,,,[]
1,1227,,,[]
1,1228,,,[]
1,1229,,,[]
1,1230,,,[]
1,1231,,,[]
1,1232,,,[]
1,1233,,,[]
1,1234,,,[]
1,1235,,,[]
1,1236,,,[]
1,1237,,,[]
1,1238,,,[]
1,1239,,,[]
1,1240,,,[]
1,1241,,,[]
1,1242,,,[]
1,1243,,,[]
1,1244,,,[]
1,1245,,,[]
1,1246,,,[]
1,1247,,,[]
1,1248,,,[]
1,1249,,,[]
1,1250,,,[]
1,1251,,,[]
1,1252,,,[]
1,1253,,,[]
1,1254,,,[]
1,1255,,,[]
1,1256,,,[]
1,1257,,,[]
1,1258,,,[]
1,1259,,,[]
1,1260,,,[]
1,1261,,,[]
1,1262,,,[]
1,1263,,,[]
1,1264,,,[]
1,1265,,,[]
1,1266,,,[]
1,1267,,,[]
1,1268,,,[]
1,1269,,,[]
1,1270,,,[]
1,1271,,,[]
1,1272,,,[]
1,1273,,,[]
1,1274,,,[]
1,1275,,,[]
1,1276,,,[]
1,1277,,,[]
1,1278,,,[]
1,1279,,,[]
1,1280,,,[]
1,1281,,,[]
1,1282,,,[]
1,1283,,,[]
1,1284,,,[]
1,1285,,,[]
1,1286,,,[]
1,1287,,,[]
1,1288,,,[]
1,1289,,,[]
1,1290,,,[]
1,1291,,,[]
1,1292,,,[]
1,1293,,,[]
1,1294,,,[]
1,1295,,,[]
1,1296,,,[]
1,1297,,,[]
1,1298,,,[]
1,1299,,,[]
1,1300,,,[]
1,1301,,,[]
1,1302,,,[]
1,1303,,,[]
1,1304,,,[]
1,1305,,,[]
1,1306,,,[]
1,1307,,,[]
1,1308,,,[]
1,1309,,,[]
1,1310,,,[]
1,1311,,,[]
1,1312,,,[]
1,1313,,,[]
1,1314,,,[]
1,1315,,,[]
1,1316,,,[]
1,1317,,,[]
1,1318,,,[]
1,1319,,,[]
1,1320,,,[]
1,1321,,,[]
1,1322,,,[]
1,1323,,,[]
1,1324,,,[]
1,1325,,,[]
1,1326,,,[]
1,1327,,,[]
1,1328,,,[]
1,1329,,,[]
1,1330,,,[]
1,1331,,,[]
1,1332,,,[]
1,1333,,,[]
1,1334,,,[]
1,1335,,,[]
1,1336,,,[]
1,1337,,,[]
1,1338,,,[]
1,1339,,,[]
1,1340,,,[]
1,1341,,,[]
1,1342,,,[]
1,1343,,,[]
1,1344,,,[]
1,1345,,,[]
1,1346,,,[]
1,1347,,,[]
1,1348,,,[]
1,1349,,,[]
1,1350,,,[]
1,1351,,,[]
1,1352,,,[]
1,1353,,,[]
1,1354,,,[]
1,1355,,,[]
1,1356,,,[]
1,1357,,,[]
1,1358,,,[]
1,1359,,,[]
1,1360,,,[]
1,1361,,,[]
1,1362,,,[]
1,1363,,,[]
1,1364,,,[]
1,1365,,,[]
1,1366,,,[]
1,1367,,,[]
1,1368,,,[]
1,1369,,,[]
1,1370,,,[]
1,1371,,,[]
1,1372,,,[]
1,1373,,,[]
1,1374,,,[]
1,1375,,,[]
1,1376,,,[]
1,1377,,,[]
1,1378,,,[]
1,1379,,,[]
1,1380,,,[]
1,1381,,,[]
1,1382,,,[]
1,1383,,,[]
1,1384,,,[]
1,1385,,,[]
1,1386,,,[]
1,1387,,,[]
1,1388,,,[]
1,1389,,,[]
1,1390,,,[]
1,1391,,,[]
1,1392,,,[]
1,1393,,,[]
1,1394,,,[]
1,1395,,,[]
1,1396,,,[]
1,1397,,,[]
1,1398,,,[]
1,1399,,,[]
1,1400,,,[]
1,1401,,,[]
1,1402,,,[]
1,1403,,,[]
1,1404,,,[]
1,1405,,,[]
1,1406,,,[]
1,1407,,,[]
1,1408,,,[]
1,1409,,,[]
1,1410,,,[]
1,1411,,,[]
1,1412,,,[]
1,1413,,,[]
1,1414,,,[]
1,1415,,,[]
1,1416,,,[]
1,1417,,,[]
1,1418,,,[]
1,1419,,,[]
1,1420,,,[]
1,1421,,,[]
1,1422,,,[]
1,1423,,,[]
1,1424,,,[]
1,1425,,,[]
1,1426,,,[]
1,1427,,,[]
1,1428,,,[]
1,1429,,,[]
1,1430,,,[]
1,1431,,,[]
1,1432,,,[]
1,1433,,,[]
1,1434,,,[]
1,1435,,,[]
1,1436,,,[]
1,1437,,,[]
1,1438,,,[]
1,1439,,,[]
1,1440,,,[]
1,1441,,,[]
1,1442,,,[]
1,1443,,,[]
1,1444,,,[]
1,1445,,,[]
1,1446,,,[]
1,1447,,,[]
1,1448,,,[]
1,1449,,,[]
1,1450,,,[]
1,1451,,,[]
1,1452,,,[]
1,1453,,,[]
1,1454,,,[]
1,1455,,,[]
1,1456,,,[]
1,1457,,,[]
1,1458,,,[]
1,1459,,,[]
1,1460,,,[]
1,1461,,,[]
1,1462,,,[]
1,1463,,,[]
1,1464,,,[]
1,1465,,,[]
1,1466,,,[]
1,1467,,,[]
1,1468,,,[]
1,1469,,,[]
1,1470,,,[]
1,1471,,,[]
1,1472,,,[]
1,1473,,,[]
1,1474,,,[]
1,1475,,,[]
1,1476,,,[]
1,1477,,,[]
1,1478,,,[]
1,1479,,,[]
1,1480,,,[]
1,1481,,,[]
1,1482,,,[]
1,1483,,,[]
1,1484,,,[]
1,1485,,,[]
1,1486,,,[]
1,1487,,,[]
1,1488,,,[]
1,1489,,,[]
1,1490,,,[]
1,1491,,,[]
1,1492,,,[]
1,1493,,,[]
